"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8THZ6PBB","document","1981","Birnholz, Richard J.","Brief history of beginning of the Satartia, Mississippi Jewish community in 1840's","","","","","","","1981","2015-01-12 22:09:55","2015-05-14 16:47:46","","","","","","","","","","","","","","","","","","","SC-1041, American Jewish Archives","","","jp_cite_00151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TNBI69M","book","1938","Roth, Cecil","The Jewish contribution to civilisation","","","","","","","1938","2014-05-28 16:14:34","2014-05-28 16:14:34","","","","","","","","","","","","","Macmillan","London","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8UZBVZEP","book","1980","Edwards, Melvin R","Jamaican higglers: their significance and potential","","086094056X  9780860940562","","","","","1980","2015-05-21 21:41:08","2015-05-21 21:42:22","","","","","","","","Jamaican higglers","","","","","Published for the Centre for Development Studies by Geo Abstracts","Norwich, England","English","","","","","Open WorldCat","","jp_cite_00345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XZWAF9J","book","2002","Kahn, Ava Fran","Jewish voices of the California gold rush: a documentary history, 1849-1880","","0814328598 9780814328590","","","","","2002","2015-02-28 21:15:05","2015-02-28 21:15:20","","","","","","","","Jewish voices of the California gold rush","","","","","Wayne State University Press","Detroit","English","","","","","Open WorldCat","","jp_cite_00253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93N468PJ","audioRecording","1983","","Minnie Rossen Elias Oral History","","","","","","","1983","2015-05-28 15:43:42","2015-05-28 15:46:39","","","","","","","","","","","","","","","","","","Upper Midwest Jewish Archives","Box 4, Jewish Historical Society of the Upper Midwest Oral History collection","","","jp_cite_00352","","","","","","","","","","","","","","","","","","","","","","","","","","","","audio casette","","","","","","","","","","","","","","","","","","","","","","",""
"95VPNHFU","book","2002","Benjamin, Alan Fredric","Jews of the Dutch Caribbean: exploring ethnic identity on Curaçao","","0415274397 9780415274395","","","","","2002","2014-04-01 16:28:09","2014-12-16 18:23:11","","","","","","","","Jews of the Dutch Caribbean","","","","","Routledge","London; New York","English","","","","","Open WorldCat","","jp_cite_00105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96WSHN5G","thesis","","Abrahamsen, Samuel","Emancipation and Victimization of Jews of Denmark and Norway","","","","","","","","2014-10-13 15:32:54","2015-04-08 18:09:25","","","","","","","","","","","","","Brooklyn College","Brooklyn, New York","eng","","","","","","","jp_cite_00004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98NP9UBE","book","1987","Brown, Michael","Jew or Juif? Jews, French Canadians, and Anglo-Canadians, 1759-1914","","0827602715 9780827602717","","","","","1987","2015-02-10 16:18:44","2015-02-10 16:18:56","","","","","","","","Jew or Juif?","","","","","Jewish Publication Society","Philadelphia","English","","","","","Open WorldCat","","jp_cite_00191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GUCDXXT","journalArticle","1978","Coltman, Robert","A '90s Murder Mystery: 'The Peddler and His Wife'","Old Time Music","","","","","","1978-08","2015-02-28 23:10:13","2015-02-28 23:13:41","","13-15","","","30","","","","","","","","","","","","","","","","","jp_cite_00259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9I6M864D","journalArticle","1976","","The Shafsky Brothers of Fort Bragg","Western States Jewish Historical Quarterly","","00434221","","","The Shafsky family, Russian emigrants, came to the United States by way of Canada. Starting as pack peddlers in the lumber camps of northern California, two of the brothers, Abraham Harry and Samuel, opened a general merchandise store in Fort Bragg. The business prospered and is still operated by a son and grandson of Abraham Harry Shafsky. Based on interviews, family records, and published works; 3 photos, 13 notes.","October 1976","2014-04-14 20:00:07","2014-04-14 20:00:07","","49-54","","1","9","","Western States Jewish Historical Quarterly","","","","","","","","","","","","","EBSCOhost","","","","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=43616563&site=ehost-live&scope=cite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9Q39ZFAI","journalArticle","1981","Applebaum, Phillip","The Jews of Luce County, Michigan","Michigan Jewish History","","05439833","","","History of Luce County in Michigan's upper peninsula beginning in the late 1870's when the lumber industry started, focusing on the Jews, including members of the Rosenthal, Newmark, and Sheer families, who began arriving in the county's Tahquamenon Valley in the 1880's when lumber was thriving until the early 1920's.","1981-01","2014-02-24 19:09:44","2014-12-08 18:18:46","","3-9","","1","21","","Michigan Jewish History","","","","","","","","","","","","","EBSCOhost","","jp_cite_00046","","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=45960797&site=ehost-live&scope=cite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QXKTQCM","document","","Dreidel, E.M.","Congregational History of Temple Meir Chaym, McGeehee, Ark.","","","","","","","","2015-05-21 16:54:26","2015-05-21 17:00:53","","","","","","","","","","","","","","","","","","","Histories, SC-7981, Small Collections, American Jewish Archives","","","jp_cite_00337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9SEBAS6S","book","1988","Caron, Vicki","Between France and Germany: the Jews of Alsace-Lorraine, 1871-1918","","0804714436  9780804714433","","","","","1988","2015-02-11 17:33:06","2015-02-11 17:33:23","","","","","","","","Between France and Germany","","","","","Stanford University Press","Stanford, Calif.","English","","","","","Open WorldCat","","jp_cite_00214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9TZRU6WU","book","1987","Donnelly, James S","The land and the people of nineteenth-century Cork: the rural economy and the land question","","0710079869 0710205465 9780710205469 9780710079862","","","","","1987","2015-05-21 16:15:05","2015-05-21 16:15:05","","","","","","","","The land and the people of nineteenth-century Cork","","","","","Routledge and Kegan Paul","London; Boston","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9W6Q6W3D","book","1998","Benchimol, Samuel","Eretz Amazônia: os judeus na Amazônia","","8586512214 9788586512216","","","","","1998","2014-04-01 16:27:25","2014-12-16 17:08:15","","","","","","","","Eretz Amazônia","","","","","Valer Editora","Manaus, AM","Portuguese","","","","","Open WorldCat","","jp_cite_00104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XDDDQCJ","bookSection","1996","Reizbaum, Marylin","A Nightmare of History: Ireland's Jews and Joyce's ""Ulysses""","Between ""race"" and culture: representations of ""the Jew"" in English and American literature","0804726353 9780804726351 0804728534 9780804728539","","","","","1996","2015-02-17 17:48:29","2015-03-03 19:50:28","","","","","","","","","","","","","Stanford University Press","Stanford, Calif.","English","","","","","Open WorldCat","","jp_cite_00227","","","","","","Cheyette, Bryan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XMKHVSN","book","2002","Sherman, William C; Whitney, Paul L; , Guerrero, John","Prairie peddlers: the Syrian-Lebanese in North Dakota","","0965288005 9780965288002","","","","","2002","2014-04-22 15:06:58","2014-04-22 15:06:58","","","","","","","","Prairie peddlers","","","","","University of Mary Press","[Bismarck, N.D.]","English","","","","","Open WorldCat","","","<p>Syrian peddlers in ND and MN</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ZS3FI7K","book","1891","Bacon, George F","Portland its representative business men and its points of interest","","","","","","","1891","2014-02-24 19:48:54","2014-12-09 19:04:10","","","","","","","","","","","","","Glenwood Pub. Co.","Newark, N.J.","English","","","","","Open WorldCat","","jp_cite_00070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ZW9PFFH","book","1974","Elovitz, Mark H","A century of Jewish life in Dixie: the Birmingham experience","","0817369015 9780817369019","","","","","1974","2015-05-28 20:58:56","2015-05-28 20:59:10","","","","","","","","A century of Jewish life in Dixie","","","","","University of Alabama Press","University","English","","","","","Open WorldCat","","jp_cite_00363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A447U6BD","book","1990","Schwartz, Israel Jacob; Dubrovsky, Gertrude Wishnick","Kentucky","","0817304932  9780817304935  0817351434 9780817351434","","","","","1990","2015-05-21 17:53:03","2015-05-21 17:53:19","","","","","","","","","","","","","University of Alabama Press","Tuscaloosa","English","","","","","Open WorldCat","","jp_cite_00339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6D95JKV","book","1964","Clark, Thomas Dionysius","Pills, petticoats, and plows: the Southern country store","","0806110937 9780806110936","","","","","1964","2015-02-17 20:54:38","2015-02-17 20:56:09","","","","","","","","Pills, petticoats, and plows","","","","","University of Oklahoma Press","Norman","English","","","","","Open WorldCat","","jp_cite_00239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6JJHV29","book","1978","Coleman, Michael B","The Jews of Harrisburg: an informal history by a native son","","","","","","","1978","2015-02-28 22:04:32","2015-02-28 22:04:46","","","","","","","","The Jews of Harrisburg","","","","","[publisher not identified]","[Harrisburg, Pa.]","English","","","","","Open WorldCat","","jp_cite_00256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6PAFQEN","document","","Rubin, Philip","Jewish Country Boy, 1897-1957","","","","","","","","2014-04-29 18:34:47","2015-05-14 17:00:27","","","","","","","","","","","","","","","","","","","SC 10533, American Jewish Archives","","","","<p>Would be interesting to see full document. It appears that Rubin's father, not he, was the peddler, so the peddling anecdotes may play a small role in whole document. Interesting commentary on relationship with different communities in Vermont. Anecdote regarding Syrian peddlers who shared territory and woman peddler among them.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AAMC5397","book","2008","Crooks, Daniel J; Bostick, Douglas W","Charleston's trial: Jim Crow justice","","9781596295766  1596295767","","","","","2008","2015-03-04 16:38:05","2015-03-04 16:38:05","","","","","","","","Charleston's trial","","","","","History Press","Charleston, SC","English","","","","","Open WorldCat","","","<p>Direct relationship with peddlers unclear</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABCD2345","webpage","","Center for History and New Media","Zotero Quick Start Guide","","","","","http://zotero.org/support/quick_start_guide","","","2015-04-14 19:11:47","2015-04-14 19:11:47","","","","","","","","","","","","","","","","","","","","","","","<p><strong>Welcome to Zotero!</strong></p><p>View the Quick Start Guide to learn how to begin collecting, managing, citing, and sharing your research sources.</p><p>Thanks for installing Zotero.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABD62WP4","document","1876","","Clipping from Yiddish Gazetten","","","","","","","1876-08","2015-04-14 18:07:11","2015-05-14 17:03:17","","","","","","","","","","","","","","","","","","","Folder 2, Box 11, Lucy Dawidowicz papers, P-675, American Jewish Historical Society","","","","<p>Described as ""peddler's advertisement"" with no additional information to support subject cataloging. Seek fuller citation or document? Filed under Dawidowicz. Finding aid for collection: http://findingaids.cjh.org/?pID=109169</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABM9TN8S","journalArticle","1975","Barzilai, Dena","Jews of Zaire: The Rise and Fall of a Small Community","Jewish Affairs","","","","","","1975-04","2014-03-25 15:55:39","2014-12-15 20:58:01","","","","4","30","","","","","","","","","","","","","","","","","jp_cite_00091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADEGANVH","document","1982","","Bernstein, Isaac (Stillwater)","","","","","","","1982-06","2015-01-12 15:54:56","2015-05-14 16:47:03","","","","","","","","","","","","","","","","","","","","Box 2, Folder 53, Project to Document Early Jewish Settlers in Minnesota records, Nathan and Theresa Berman Upper Midwest Jewish Archives","","jp_cite_00138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADIIBQ8C","journalArticle","1984","Schmier, Louis","An Act Unbecoming: Anti-Semitic Uprising in Thomas County, Georgia","Civil War Times","","","","","","1984-10","2014-04-07 19:07:02","2014-04-07 19:08:13","","20-25","","6","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEHCT9XM","journalArticle","1964","Bein, Alex","The Jewish Parasite","Year-book / Leo Baeck Institute.","","0075-8744","","","","1964","2014-03-25 16:18:21","2014-03-25 16:19:08","","","","","9","","","","","","","","","","English","","","","","Open WorldCat","","","<p>Not about peddlers per se - background on the metaphor of Jews as parasites</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFP5UAJ5","document","2009","Bloom, Eric","The History of the Family, from Vilna to Waterville","","","","","","","2009-07","2014-12-08 21:42:09","2014-12-08 21:55:54","","","","","","","","","","","","","","","","","","","","","","jp_cite_00056","<p>A recorded excerpt of this speech is included in the DVD ""Legacy: The Levine Family."" Not sure if this speech should be included in database, as it is unclear how interested researchers could access it.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AH87ZKUE","book","1932","Cowen, Philip","Memories of an American Jew,","","","","","","","1932","2015-03-03 21:44:51","2015-03-03 21:45:09","","","","","","","","","","","","","International Press","New York","English","","","","","Open WorldCat","","jp_cite_00268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIW9GXJG","book","1973","Brooks, Juanita","History of the Jews in Utah and Idaho","","","","","","","1973","2015-02-10 16:01:08","2015-02-10 16:01:24","","","","","","","","","","","","","Western Epics","Salt Lake City","English","","","","","Open WorldCat","","jp_cite_00189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AJNI57NM","book","1988","Sharfman, I. Harold","The first rabbi: origins of conflict between Orthodox & Reform : Jewish polemic warfare in pre-Civil War America : a biographical history","","0934710155 9780934710152","","","","","1988","2014-04-22 14:02:27","2014-04-22 14:02:27","","","","","","","","The first rabbi","","","","","Pangloss Press","Malibu, Calif.","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AS4D9N3E","book","1993","Radzinski, Michel (Mikhl); Kants, Shimen","The Scroll of My Life","","","","","http://www.jewishgen.org/yizkor/siemiatycze/siemiatycze.html","","1993","2015-02-02 20:21:04","2015-02-02 20:39:30","","","","","","","","","","","","","JewishGen","New York","","","","","","","","jp_cite_00180","","","","","","","","Prager, Leonard","Kants, Shimen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATWV2X68","document","","Danowitz, Helen Garonzik","Letter from Helen Garonzik Danowitz","","","","","","","","2015-03-10 14:54:32","2015-06-04 14:43:02","","","","","","","","","","","","","","","","","","","Hagerstown, Maryland, Vertical File, Jewish Museum of Maryland","","","jp_cite_00277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AVUIN96B","book","2007","Shevitz, Amy Hill","Jewish communities on the Ohio River a history","","9780813172163  0813172160  9780813138435  0813138434","","","http://public.eblib.com/EBLPublic/PublicView.do?ptiID=792217","In Jewish Communities on the Ohio River, Amy Hill Shevitz chronicles the settlement and development of small Jewish communities in towns along the river. In these small towns, Jewish citizens created networks of businesses and families that developed into a distinctive, nineteenth-century middle-class culture. As a minority group with a vital role in each community, Ohio Valley Jews fostered American religious pluralism as they constructed a regional identity. Their contributions to the culture and economy of the region countered the anti-Semitic sentiments of the period.","2007","2014-04-22 15:12:05","2014-04-22 15:12:05","2014-04-22 15:12:05","","","","","","","","","","","","University Press of Kentucky","Lexington, Ky.","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZBHUSMI","book","1973","Dinnerstein, Leonard; Palsson, Mary Dale","Jews in the South.","","0807102261 9780807102268","","","","","1973","2015-05-14 14:59:19","2015-05-14 15:00:15","","","","","","","","","","","","","Louisiana State University Press","Baton Rouge","English","","","","","Open WorldCat","","jp_cite_00331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZHQZTPP","book","1994","Englander, David","A Documentary history of Jewish immigrants in Britain, 1840-1920","","071851517X 9780718515171 071851520X 9780718515201","","","","","1994","2015-06-04 19:50:30","2015-06-04 19:50:58","","","","","","","","","","","","","Leicester University Press ; Distributed exclusively in the USA and Canada by St. Martin's Press","Leicester; New York; New York, NY, USA","English","","","","","Open WorldCat","","jp_cite_00370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2JK9PBK","document","1946","Daiken, Leslie","And it was Thursday: A Novel about Irish Jewry and The Circular Road","","","","","","","1946","2015-03-04 21:56:11","2015-03-04 22:04:45","","","","","","","","","","","","","","","","","","","Box 15-19, 27-29, Folder 16, Ms 33,491-Ms 33,493, Leslie Daiken papers, National Library of Ireland","","","jp_cite_00274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4XD6C3A","document","1977","","Letter from Assistant Archivist, State of Indiana, 1977, about 1901 Indiana statute re: peddler licenses","","","","","","","1977","2015-04-14 20:31:03","2015-05-14 16:56:50","","","","","","","","","","","","","","","","","","","Folder 2, Box 11, Lucy Dawidowicz papers, P-675, American Jewish Historical Society","","","jp_cite_00304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6V3N8JG","book","1971","Baron, Salo W","Steeled by adversity; essays and addresses on American Jewish life.","","","","","","","1971","2014-03-25 15:37:10","2014-12-15 18:48:14","","","","","","","","","","","","","Jewish Publication Society of America","Philadelphia","English","","","","","Open WorldCat","","jp_cite_00086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B7ABBND2","book","1991","Eastwood, Carolyn; Shapiro, Beatrice Michaels; Chicago Jewish Historical Society","Chicago's Jewish street peddlers: Toehold on the bottom rung","","","","","","","1991","2015-05-21 18:50:31","2015-05-21 18:51:02","","","","","","","","","","","","","Chicago Jewish Historical Society","Chicago, Ill.","English","","","","","Open WorldCat","","jp_cite_00341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8A92SU2","document","","Bauman, Mark K","Trouble in Dixie: Anti-Jewish Violence in the Postbellum South","","","","","","","","2014-03-25 16:01:10","2014-12-15 21:18:49","","","","","","","","","","","","","","","","","","","","","","jp_cite_00094","<p>Very relevant document with incomplete citation. Looks like a thesis or term paper.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BB47V8E2","book","2008","Edgeworth, Maria","Harrington","","9781409943914 1409943917","","","","","2008","2015-05-21 21:32:54","2015-05-21 21:34:12","","","","","","","","","","","","","Dodo Press","[Gloucester, England]","English","","","","","Open WorldCat","","jp_cite_00345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BBR4SQPM","bookSection","1984","Berman, Myron","Reminiscences of Joseph Joel in Europe and America","Jews of the South: selected essays from the Southern Jewish Historical Society","0865541027  9780865541023","","","","","1984","2015-01-08 20:16:49","2015-01-08 20:30:23","","","","","","","","","","","","","Mercer University Press","Macon, Ga.","English","","","","","Open WorldCat","","jp_cite_00125","","","","","","Proctor, Samuel.; Schmier, Louis,; Stern, Malcolm H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDXF2FM3","journalArticle","1954","Silver, Louis","The Jews of Albany, N.Y.","YIVO Annual of Jewish Social Science","","","","","","1954","2014-04-28 20:43:15","2014-04-28 20:44:22","","212-246","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BI8NVR3W","bookSection","1993","Simmel, Georg","The Stranger","Social theory: the multicultural and classic readings","0813315832 9780813315836 0813315840  9780813315843","","","","","1993","2014-04-28 21:30:32","2014-04-28 21:31:57","","184-189","","","","","","","","","","","Westview Press","Boulder, Colo.","English","","","","","Open WorldCat","","","","","","","","Lemert, Charles C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJZWCWWH","book","1965","Conrad, David Eugene","The forgotten farmers; the story of sharecroppers in the New Deal.","","","","","","","1965","2015-03-03 18:21:37","2015-03-03 18:21:37","","","","","","","","","","","","","University of Illinois Press","Urbana","English","","","","","Open WorldCat","","","<p>Contextual resource regarding ""company store."" Does not mention peddler's, but peddlers and company store were often in competition.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMPCP8C6","journalArticle","2009","Russman, Wendy","The History of the Jewish Community of Iron Mountain, Michigan 1882-1975","Michigan Jewish History","","05439833","","","The article discusses the history of the Jewish community in Iron Mountain, Michigan. The author reflects on iron ore mining and the emigration of Jews from Eastern Europe. The establishment of synagogues, shuls, and social interactions with Gentiles are noted. Other topics include Jewish holidays, Jewish children, and Jewish identity.","Fall 2009","2014-05-06 18:13:30","2014-05-06 18:13:30","","30-36","","","49","","Michigan Jewish History","","","","","","","","","","","","","EBSCOhost","","","","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=45267698&site=ehost-live&scope=cite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BNK2R5G2","journalArticle","1985","Darity, William A., Jr.; Williams, Rhonda M.","Peddlers Forever?: Culture, Competition, and Discrimination","The American Economic Review","","0002-8282","","http://www.jstor.org/stable/1805606","","May 1, 1985","2015-03-10 15:01:40","2015-03-10 15:02:23","2015-03-10 15:01:40","256-261","","2","75","","The American Economic Review","Peddlers Forever?","","","","","","","","Copyright © 1985 American Economic Association","","","","JSTOR","","jp_cite_00278","","","http://www.jstor.org/stable/pdfplus/10.2307/1805606.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BNVHZHKE","book","1941","Andrade, Jacob A. P. M; Parks, Basil Oscar","A record of the Jews in Jamaica from the English conquest to the present times.","","","","","","","1941","2014-03-09 19:35:25","2014-12-08 17:32:18","","","","","","","","","","","","","Jamaica times Ltd.","Kingston, Jamaica","English","","","","","Open WorldCat","","jp_cite_00042","<p>Unclear if there is info on peddlers</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTQN8XDE","book","2007","Braber, Ben","Jews in Glasgow 1879-1939: immigration and integration","","9780853037101  0853037108  9780853037095  0853037094","","","","","2007","2015-01-20 21:47:22","2015-01-20 21:47:45","","","","","","","","Jews in Glasgow 1879-1939","","","","","Vallentine Mitchell in association with EJPS","London; Portland, OR","English","","","","","Open WorldCat","","jp_cite_00172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTQX44F4","thesis","1997","Benton, Katherine A","Border Jews, Border Marriages, Border Lives: Mexican-Jewish Intermarriage in the Arizona Territory, 1850-1900.","","","","","","","1997","2014-04-01 16:39:34","2014-12-17 15:46:11","","","","","","","","","","","","","University of Wisconsin-Madison","","","","Master of Arts","","","","","jp_cite_00109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTVZDZXF","journalArticle","1985","Brauer, Josh","The Credo of Maurice Chaimjankel","Jewish Affairs","","","","","","1985-05","2015-02-02 19:09:12","2015-02-02 19:15:18","","","","","40","","","","","","","","","","","","","","","","","jp_cite_00177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVH5U64A","book","2002","Elon, Amos","The pity of it all: a history of the Jews in Germany, 1743-1933","","0805059644 9780805059649","","","","A history of German Jews from the mid-eighteenth century to the eve of the Third Reich traces their transformation from cattle dealers and wandering peddlers to a successful community of writers, philosophers, scientists, and activists.","2002","2015-05-28 20:33:10","2015-05-28 20:34:38","","","","","","","","The pity of it all","","","","","Metropolitan Books","New York","English","","","","","Open WorldCat","","jp_cite_00362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BX3K5RNV","journalArticle","1995","","Review of Golden Opportunities: A Biographical History of Montana's Jewish Communities by Julie L. Coleman","American Jewish Archives","","","","http://americanjewisharchives.org/publications/journal/PDF/1995_47_02_00_reviews.pdf","","1995","2015-02-28 21:53:09","2015-02-28 21:56:44","","","","2","47","","","","","","","","","","English","","","","","","","jp_cite_00255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C22CQGKZ","journalArticle","1968","Abrahamson, Abraham; Mihm, Friedrich","Interesting Accounts of the Travels of Abraham Abrahamson to America and Especially to the Gold Mines of California and Australia","Western States Jewish Historical Quarterly","","","","","","1968","2014-12-01 19:03:51","2014-12-01 19:09:13","","","","3","1","","","","","","","","","","","","","","","","","jp_cite_00017","","","","","","","","Toeppen, Marlene","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C299SC43","bookSection","1979","Kaganoff, Nathan M.; Urofsky, Melvin I.; Bern, Ronald","Utilizing the Southern-Jewish Experience in Literature","""Turn to the South"": essays on southern Jewry","081390742X 9780813907420","","","","","1979","2015-01-08 21:09:54","2015-01-08 21:13:17","","","","","","","","","","","","","Published for the American Jewish Historical Society by the University Press of Virginia","Charlottesville","English","","","","","Open WorldCat","","jp_cite_00128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C2BJVJKF","book","1971","Shulvass, Moses A","From East to West; the westward migration of Jews from Eastern Europe during the seventeenth and eighteenth centuries,","","0814314376 9780814314371","","","","","1971","2014-04-22 17:36:28","2014-04-22 17:36:28","","","","","","","","","","","","","Wayne State University Press","Detroit","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
