Key	Item Type	Publication Year	Author	Title	Publication Title	ISBN	ISSN	DOI	Url	Abstract Note	Date	Date Added	Date Modified	Access Date	Pages	Num Pages	Issue	Volume	Number Of Volumes	Journal Abbreviation	Short Title	Series	Series Number	Series Text	Series Title	Publisher	Place	Language	Rights	Type	Archive	Archive Location	Library Catalog	Call Number	Extra	Notes	File Attachments	Link Attachments	Manual Tags	Automatic Tags	Editor	Series Editor	Translator	Contributor	Attorney Agent	Book Author	Cast Member	Commenter	Composer	Cosponsor	Counsel	Interviewer	Producer	Recipient	Reviewed Author	Scriptwriter	Words By	Guest	Number	Edition	Running Time	Scale	Medium	Artwork Size	Filing Date	Application Number	Assignee	Issuing Authority	Country	Meeting Name	Conference Name	Court	References	Reporter	Legal Status	Priority Numbers	Programming Language	Version	System	Code	Code Number	Section	Session	Committee	History	Legislative Body
VCCMRUIZ	journalArticle	1986	"BABCOCK, ROBERT H."	A Jewish Immigrant in the Maritimes: The Memoirs of Max Vanger	Acadiensis				http://www.jstor.org/stable/30302784		10/1/1986	3/24/2014 18:34	12/9/2014 17:39	3/24/2014 18:34	136-148		1	16		Acadiensis	A Jewish Immigrant in the Maritimes								Copyright © 1986 Acadiensis: Journal of the History of the Atlantic Region				JSTOR		jp_cite_00069		C:\Users\dao269\AppData\Roaming\Zotero\Zotero\Profiles\sizhv72l.default\zotero\storage\GICPT4N8\BABCOCK - 1986 - A Jewish Immigrant in the Maritimes The Memoirs o.pdf																																																	
9ZS3FI7K	book	1891	"Bacon, George F"	Portland its representative business men and its points of interest							1891	2/24/2014 19:48	12/9/2014 19:04													Glenwood Pub. Co.	"Newark, N.J."	English					Open WorldCat		jp_cite_00070																																																			
NTQ64V8W	document	1979	"Bass, Ken; Jospe, Raphael"	The Story of Jewish Achievement/Judaism in American Life							3/5/1979	3/24/2014 18:36	12/9/2014 19:22																		Rocky Mountain Jewish Historical Society				jp_cite_00071																																																			
NFZ4CKSG	book	2003	"Bade, Klaus J"	Migration in European history		0631189394  9780631189398					2003	3/24/2014 18:43	12/9/2014 20:34													Blackwell Pub.	"Malden, MA"	English					Open WorldCat		jp_cite_00072																																																			
E4283AHS	book	1983	"Bamberger, Ib Nathan"	The Viking Jews: a history of the Jews of Denmark		0884000982 9780884000983					1983	3/24/2014 18:45	12/9/2014 20:11								The Viking Jews					Shengold Publishers	New York	English					Open WorldCat		jp_cite_00073																																																			
RKXWWAAJ	book	1955	"Band, Benjamin"	"Portland Jewry, its growth and development."							1955	2/24/2014 19:50	12/9/2014 20:15													Jewish Historical Society	"Portland, Me."	English					Open WorldCat		jp_cite_00074																																																			
SQDXC2KZ	journalArticle		"Banks, S.A."	"""The Jews of New England, A Review"""								3/24/2014 18:52	12/9/2014 20:22																						jp_cite_00075																																																			
SCHWF3SE	book	1980	"Banks, Ann; Federal Writers' Project"	First-person America		0394413970 9780394413976				"A collection of 80 life histories, written between 1938 and 1942 by the Federal Writer's Projects, of men and women from all parts of the country."	1980	3/24/2014 18:54	12/9/2014 20:33													Knopf : Distributed by Random House	New York	English					Open WorldCat		jp_cite_00076																																																			
3Q5EQ6FP	newspaperArticle	1966	"Banulis, Mary"	Beth Jacob Synagog Lewiston: 119th in a Series on Maine Churches	Lewiston Journal						3/19/1966	3/24/2014 19:06	12/9/2014 21:38		7-A												"Lewiston, Maine"								jp_cite_00077																																																			
H7M3SWAS	journalArticle	1961	"Barbe, Lizzie Therese"	Jews of the Union	American Jewish Archives						1961-11	3/24/2014 20:00	12/9/2014 21:52				2	13																	jp_cite_00078																																																			
VSIKU3A8	bookSection	1981	"Barkai, Avraham"	"The German Jews at the Start of Industrialisation: Structural Change and Mobility, 1835-1860"	"Revolution and evolution, 1848 in German-Jewish history"	3167437529 9783167437520					1981	3/24/2014 20:14	12/9/2014 21:56													Mohr	Tübingen	English					Open WorldCat		jp_cite_00079						"Mosse, W. E; Paucker, Arnold; Ru?rup, Reinhard; Weltsch, Robert"																																													
R2HGT3ZE	book	1994	"Barkai, Avraham"	"Branching out: German-Jewish immigration to the United States, 1820-1914"		0841911525  9780841911529				"The many thousands of Jews from German-speaking lands who came to the United States throughout the nineteenth century played a major part in laying the foundations of the Jewish community in America. The author considers these immigrants a branch of German Jewry, compelled to seek overseas the political and civil rights denied them at home. In this volume of the Ellis Island Series, the fascinating story of this mass immigration of mostly poor, enterprising, young people is told in vivid detail. Drawing on rare letters, diaries, memoirs, period newspapers, journals, and other firsthand accounts, Barkai traces the process of family-oriented chain migration, resettlement, and acculturation, exploring as well the group's relations with the Jewish community in Germany and with German and Jewish immigrants in the New World. Often starting out as peddlers and storekeepers, the immigrants moved back and forth from East Coast towns and cities to settlements in the South, Midwest, and Far West, helping to expand the American frontier and to develop cities such as Cincinnati St. Louis, Milwaukee, and San Francisco. The narrative chronicles their experiences in the goldfields of California, on Indian reservations, and during the Civil War, in which German-Jewish soldiers in the Union and Confederate armies struggled against bigotry to assert their civil rights. These engaging personal narratives are woven into an account of the formative role played by German-Jewish immigrants in establishing the institutional framework of the American-Jewish community. Their influential network of mutual aid and philanthropic organizations would be challenged, at the turn of the century, by the great mass migration of Jews from Eastern Europe. The author's presentation of the dramatic encounter between these two groups sheds new light not only on this critical period in American-Jewish history but also on the dynamics of cultural change in a pluralist society."	1994	2/24/2014 19:53	12/9/2014 22:08								Branching out					Holmes & Meier	New York	English					Open WorldCat		jp_cite_00080																																																			
P8KJWM2T	book	1997	"Barnett, Richard David; Wright, Philip; Yoffe, Oron"	"The Jews of Jamaica: tombstone inscriptions, 1663-1880"		9652350680 9789652350688					1997	3/24/2014 20:20	12/9/2014 22:48								The Jews of Jamaica					Ben Ziv Institute	Jerusalem	"Text in English; inscriptions in Hebrew, English, Portuguese and Spanish."					Open WorldCat		jp_cite_00081																																																			
WIHWFJ9M	document		"Baron, Joseph"	Early Jewish Pioneers of Wisconsin								3/25/2014 15:28	12/9/2014 22:51																		Wisconsin Historical Society	Joseph Baron papers		Wis Mss 1SJ	jp_cite_00082																																																			
ND5QZZSU	document	1958	"Kovenock, Paul"	Letter from Paul Kovenock to Norman Gill							9/11/1958	3/25/2014 15:31	12/15/2014 18:36																		Wisconsin Historical Society	Joseph Baron papers		Wis Mss 1SJ	jp_cite_00083																																																			
I83BIHXD	book	1964	"Baron, Salo W"	The Russian Jew under tsars and soviets							1964	3/24/2014 20:19	12/15/2014 18:40													Macmillan	New York	English					Open WorldCat		jp_cite_00084																																																			
IWED6A6R	journalArticle	1942	"Baron, Salo W"	Modern Capitalism and the Jewish Fate	Menorah Journal						1942	3/25/2014 15:34	12/15/2014 18:45				2	30																	jp_cite_00085																																																			
B6V3N8JG	book	1971	"Baron, Salo W"	Steeled by adversity; essays and addresses on American Jewish life.							1971	3/25/2014 15:37	12/15/2014 18:48													Jewish Publication Society of America	Philadelphia	English					Open WorldCat		jp_cite_00086																																																			
VT6INB9H	book	1962	"Baron, Salo W"	World dimensions of Jewish history							1962	3/25/2014 15:38	12/15/2014 18:59													Leo Baeck Institute	New York	English					Open WorldCat		jp_cite_00087																																																			
2FPWZNH4	book	2005	"Bart?al, Yis?ra?el"	"The Jews of Eastern Europe, 1772-1881"		0812238877  9780812238877  9780812219074  0812219074				"""In the nineteenth century, the largest Jewish community the modern world had known lived in hundreds of towns and shtetls in the territory between the Prussian border of Poland and the Ukrainian coast of the Black Sea. The period had started with the partition of Poland and the absorption of its territories into the Russian and Austro-Hungarian empires; it would end with the first large-scale outbreaks of anti-Semitic violence and the imposition in Russia of strong anti-Semitic legislation. In the years between, a traditional society accustomed to an autonomous way of life would be transformed into one much more open to its surrounding cultures, yet much more confident of its own nationalist identity. In The Jews of Eastern Europe, Israel Bartal traces this transformation and finds in it the roots of Jewish modernity.""--BOOK JACKET."	2005	3/25/2014 15:39	12/15/2014 19:04													University of Pennsylvania Press	Philadelphia	eng					Open WorldCat		jp_cite_00088																																																			
3B2N65VF	book	1952	"Barwin, Victor"	Millionaires and tatterdemalions; stories of Jewish life in South Africa.							1952	3/25/2014 15:46	12/15/2014 19:24													E. Goldston	London	English					Open WorldCat		jp_cite_00089																																																			
TBB8UZWU	journalArticle	2000	"Barr, Terry"	A Shteltl Grew in Bessemer: Temple Beth-El and Jewish Life in Small-Town Alabama	Southern Jewish History						2000	3/25/2014 15:51	12/15/2014 19:37					3																	jp_cite_00090																																																			
ABM9TN8S	journalArticle	1975	"Barzilai, Dena"	Jews of Zaire: The Rise and Fall of a Small Community	Jewish Affairs						1975-04	3/25/2014 15:55	12/15/2014 20:58				4	30																	jp_cite_00091																																																			
PJXRA3CF	journalArticle	1975	"Goodman, L."	"The Tales of Hyman Polsky, A Pioneer South African Yiddish Writer"	Jewish Affairs						1975-04	12/15/2014 21:08	12/15/2014 21:09				4	30																	jp_cite_00092																																																			
S9NRU6BE	book	2006	"Bauman, Mark K"	Dixie diaspora: an anthology of southern Jewish history		0817315047 0817352910 9780817315047 9780817352912					2006	2/10/2014 19:33	12/15/2014 21:13								Dixie diaspora					The University of Alabama Press	Tuscaloosa	English					Open WorldCat		jp_cite_00093																																																			
B8A92SU2	document		"Bauman, Mark K"	Trouble in Dixie: Anti-Jewish Violence in the Postbellum South								3/25/2014 16:01	12/15/2014 21:18																						jp_cite_00094																																																			
C43XR5RA	bookSection	2006	"Bauman, Mark K"	Role Theory and History: The Illustration of Ethnic Brokerage in the Atlanta Jewish Community in an Era of Transition and Conflict	Dixie diaspora: an anthology of southern Jewish history	0817315047 0817352910 9780817315047 9780817352912					2006	3/25/2014 16:02	12/15/2014 21:47													The University of Alabama Press	Tuscaloosa	English					Open WorldCat		jp_cite_00095																																																			
R77ATUAR	journalArticle	1979	"Becker, Sandra; Pearson, Ralph"	"The Jewish Community of Hartford, Connecticut, 1880-1929"	American Jewish Archives						1979-11	3/25/2014 16:12	12/15/2014 21:59				2	31																	jp_cite_00096																																																			
UWT69EAM	book	2007	"Behar, Ruth"	An island called home returning to Jewish Cuba		9780813543864  081354386X			http://site.ebrary.com/id/10216869		2007	3/25/2014 16:15	12/15/2014 22:19	3/25/2014 16:15												Rutgers University Press	"New Brunswick, N.J."	English					Open WorldCat		jp_cite_00097																																																			
MM7ZHDSN	book	1996	"Beik, Mildred A"	"The miners of Windber: the struggles of new immigrants for unionization, 1890s-1930s"		0271015667  9780271015668  0271015675  9780271015675				"""In 1897 the Berwind-White Coal Mining Company founded Windber as a company town for its miners in the bituminous coal country of Pennsylvania. The Miners of Windber chronicles the coming of unionization to Windber, from the 1890s, when thousands of new immigrants flooded Pennsylvania in search of work, through the New Deal era of the 1930s, when the miners' rights to organize, to join the United Mine Workers of America, and to bargain collectively were recognized after years of bitter struggle."" ""Mildred Allen Beik, a Windber native whose father entered the coal mines at age eleven in 1914, explores the struggle of miners and their families against the company, whose repressive policies encroached on every part of their lives. That Windber's population represented twenty-five different nationalities, including Slovaks, Hungarians, Poles, Italians, and Carpatho-Russians, was a potential obstacle to the solidarity of miners. Beik, however, shows how the immigrants overcame ethnic fragmentation by banding together as a class to unionize the mines. Work, family, church, fraternal societies, and civic institutions all proved critical as men and women alike adapted to new working conditions and to a new culture."" ""Beik draws on a wide variety of sources, including oral histories gathered from thirty-five of the oldest living immigrants in Windber, foreign-language newspapers, fraternal society collections, church manuscripts, public documents, union records, and census materials. The struggles of Windber's diverse working class undeniably mirror the efforts of working people everywhere to democratize the undemocratic America they knew.""--BOOK JACKET."	1996	3/25/2014 16:16	12/15/2014 22:38								The miners of Windber					Pennsylvania State University Press	University Park	English					Open WorldCat		jp_cite_00098																																																			
2ENZ5B4F	book	1990	"Bein, Alex"	The Jewish question: biography of a world problem		0838632521 9780838632529					1990	3/25/2014 16:21	12/15/2014 22:42								The Jewish question					Herzl Press	Rutherford	English					Open WorldCat		jp_cite_00099								"Zohn, Harry"																																											
N52HWDHF	thesis	1958	"Beitner, Zvi"	"Origins of Development of the Ashkenazic Jewish Community of Montevideo, Uruguay"							1958	3/25/2014 16:26	12/15/2014 22:46													"Yeshiva University, Bernard Revel Graduate School"					YIVO				jp_cite_00100																																																			
VJRFDZJM	book	1966		"Through narrow gates; a review of Jewish immigration, colonization and immigrant aid work in Canada (1840-1940),"							1966	3/25/2014 16:37	12/15/2014 22:50													Canadian Jewish Congress and the Jewish Colonization Association	Montreal	English					Open WorldCat		jp_cite_00101						"Belkin, Simon; Canadian Jewish Congress; Jewish Colonization Association"																																													
8MZH7E24	journalArticle	1962	"Beller, Jacob"	The Jewish Community of Chile: Its Past and Present	Jewish Life						8/6/1962	3/25/2014 16:43	12/16/2014 17:01				24																		jp_cite_00102																																																			
338HPR7K	webpage		Case Western University	"Benesch, Alfred Abraham"	The Encyclopedia of Cleveland History				http://ech.case.edu/cgi/article.pl?id=BAA			4/1/2014 16:23	12/16/2014 17:06																						jp_cite_00103																																																			
9W6Q6W3D	book	1998	"Benchimol, Samuel"	Eretz Amazônia: os judeus na Amazônia		8586512214 9788586512216					1998	4/1/2014 16:27	12/16/2014 17:08								Eretz Amazônia					Valer Editora	"Manaus, AM"	Portuguese					Open WorldCat		jp_cite_00104																																																			
95VPNHFU	book	2002	"Benjamin, Alan Fredric"	Jews of the Dutch Caribbean: exploring ethnic identity on Curaçao		0415274397 9780415274395					2002	4/1/2014 16:28	12/16/2014 18:23								Jews of the Dutch Caribbean					Routledge	London; New York	English					Open WorldCat		jp_cite_00105																																																			
8BVNU95N	document	1952	"ben Sholem, Borukh"	Autobiography							1952	12/16/2014 18:39	12/16/2014 21:09																			"YIVO, 58"			jp_cite_00106																																																			
JZ4U8RTD	journalArticle	2007	"Ben-Yoseph, Raphael"	Mahal Days	Generations						2007-08	4/1/2014 16:35	12/16/2014 21:21		55-59													English					Open WorldCat		jp_cite_00107																																																			
E2RHFTSF	journalArticle	1985	"Benson, John"	"Hawking and Peddling in Canada, 1867-1914"	Social History / Histoire Sociale		182257			"Hawking and peddling continued to be important forms of marketing in post-Confederation Canada. Estimates of the number of full-time hawkers and peddlers indicate that their numbers increased nearly five times, from 666 to 3,248, though they represented only about 1% of the total working population. There were proportionately more hawkers and peddlers in urban centers, from which they serviced the suburbs, than in rural areas. (English)"	May-85	4/1/2014 16:38	12/17/2014 15:38		75-83		35	18		Social History / Histoire Sociale													EBSCOhost		jp_cite_00108			http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=23724396&site=ehost-live&scope=cite																																																
BTQX44F4	thesis	1997	"Benton, Katherine A"	"Border Jews, Border Marriages, Border Lives: Mexican-Jewish Intermarriage in the Arizona Territory, 1850-1900."							1997	4/1/2014 16:39	12/17/2014 15:46													University of Wisconsin-Madison				Master of Arts					jp_cite_00109																																																			
MEW4ZV6N	bookSection	1984	"Arkin, Antony"	Economic Activities	South African Jewry: a contemporary survey	0195703650 9780195703658					1984	12/17/2014 16:16	12/17/2014 16:18													Oxford University Press	Cape Town; New York	English					Open WorldCat		jp_cite_00110						"Arkin, Marcus"																																													
S7JMT9S3	journalArticle	1942	"Bentwich, Norman"	Jewish Life in British South Africa	Jewish Social Studies						1942-01	12/17/2014 16:35	12/17/2014 16:38		73-84		1	4																	jp_cite_00111																																																			
83ZFZ5Z5	book	1940	"Bentwich, Margery.; Bentwich, Norman,"	"Herbert Bentwich, the Pilgrim father,"							1940	12/17/2014 16:41	12/17/2014 16:42													"Hozaah, Ivrith Ltd."	Jerusalem	English					Open WorldCat		jp_cite_00112																																																			
UPCD92PD	document	1982	"Benzely, Mrs. Marion"	Autobiography of Mrs. Marion Benzely							1982	12/17/2014 17:07	3/3/2015 20:15																			"54C, Nathan and Theresa Berman Upper Midwest Jewish Archives"			jp_cite_00113																																																			
2N8Z2K4S	journalArticle	1965	"Berg, Louis"	Peddlers in Eldorado	Commentary				http://www.commentarymagazine.com/articles/peddlers-in-eldorado/		1965-07	12/17/2014 17:13	12/17/2014 17:15		63-67																				jp_cite_00114																																																			
F9HMWTEF	document	1983	Julette Moore	"Photocopies from Heron Lake, 100 years of good living: for 100 years of progress in Heron Lake, Jackson County, Minnesota, and including the surrounding townships"							1983	5/31/2014 19:40	1/5/2015 17:16								"Heron Lake, 100 years of good living"					Walsworth Pub. Co.		English				"Nathan and Theresa Berman Upper Midwest Jewish Archives, University of Minnesota, Box 54 B"	Open WorldCat		jp_cite_00115						"Richter, Gary"																																													
GV7ZREN3	document	1976		Photcopies and Notes from An Early Look at Chisago County and Other Sources							1976	1/5/2015 16:34	1/5/2015 17:25															English				"Nathan and Theresa Berman Upper Midwest Jewish Archives, University of Minnesota, Box 54B"	Open WorldCat		jp_cite_00116																																																			
D9WVB5B8	book	1960	"Sprigge, Sylvia."	Berenson: a biography							1960	1/5/2015 17:36	1/5/2015 17:37								Berenson					Houghton Mifflin	Boston	English					Open WorldCat		jp_cite_00117																																																			
UXCD3K26	book	1992	"Bering, Dietz,"	"The stigma of names: antisemitism in German daily life, 1812-1933"		0472104071 9780472104079					1992	1/5/2015 19:00	1/5/2015 19:01								The stigma of names					University of Michigan Press	Ann Arbor	English					Open WorldCat		jp_cite_00118																																																			
S72448Z2	document		"Berlin, Phillip"	Phillip Berlin Journal								1/5/2015 21:10	1/5/2015 21:51																						jp_cite_00119																																																			
DQSJQ4IN	book	1927	"Berman, Hannah,"	"Ant hills,"							1927	1/5/2015 21:57	1/5/2015 22:16													"Payson & Clarke, Ltd."	New York	English					Open WorldCat		jp_cite_00120																																																			
D452RCP6	book	2002	"Berman, Hyman,; Schloff, Linda Mack."	Jews in Minnesota		0873514181  9780873514187					2002	1/5/2015 22:21	1/5/2015 22:21													Minnesota Historical Society Press	"St. Paul, MN"	English					Open WorldCat		jp_cite_00121																																																			
6J6965DS	book	1979	"Berman, Myron,"	"Richmond's Jewry, 1769-1976: Shabbat in Shockoe"		0813907438 9780813907437					1979	1/5/2015 22:27	1/5/2015 22:27								"Richmond's Jewry, 1769-1976"					Published for the Jewish Community Federation of Richmond by the University Press of Virginia	Charlottesville	English					Open WorldCat		jp_cite_00122																																																			
QAA5Z2NC	journalArticle	1989	"Berman, Elizabeth Kessin"	"M.S. Polack's Circumcision Record Book: A Record of 911 Jewish Families from 1836-1862, Compiled by a Rural Peddler and Mohel"	Generations						1989	1/8/2015 16:54	1/8/2015 17:12		16-Oct																	"American Jewish Archives, SC-13563"			jp_cite_00123																																																			
PQJD328V	book	1981	"Berman, Hyman"	They chose Minnesota: a survey of the state's ethnic groups		0873511557 9780873511551					1981	1/8/2015 17:24	1/8/2015 17:24								They chose Minnesota					Minnesota Historical Society Press	St. Paul	English					Open WorldCat		jp_cite_00124						"Holmquist, June Drenning."																																													
BBR4SQPM	bookSection	1984	"Berman, Myron"	Reminiscences of Joseph Joel in Europe and America	Jews of the South: selected essays from the Southern Jewish Historical Society	0865541027  9780865541023					1984	1/8/2015 20:16	1/8/2015 20:30													Mercer University Press	"Macon, Ga."	English					Open WorldCat		jp_cite_00125						"Proctor, Samuel.; Schmier, Louis,; Stern, Malcolm H."																																													
WZXNHGDP	bookSection	1984	"Schmier, Louis"	Jews and Gentiles in a South Georgia Town	Jews of the South: selected essays from the Southern Jewish Historical Society	0865541027  9780865541023					1984	1/8/2015 20:29	1/8/2015 20:36													Mercer University Press	"Macon, Ga."	English					Open WorldCat		jp_cite_00126						"Proctor, Samuel.; Schmier, Louis,; Stern, Malcolm H."																																													
XDV3UUUQ	journalArticle		"Bermant, Chaim"	Return to Glasgow	Present Tense							1/8/2015 20:44	1/8/2015 20:47		12-Sep		2	3																	jp_cite_00127																																																			
C299SC43	bookSection	1979	"Kaganoff, Nathan M.; Urofsky, Melvin I.; Bern, Ronald"	Utilizing the Southern-Jewish Experience in Literature	"""Turn to the South"": essays on southern Jewry"	081390742X 9780813907420					1979	1/8/2015 21:09	1/8/2015 21:13													Published for the American Jewish Historical Society by the University Press of Virginia	Charlottesville	English					Open WorldCat		jp_cite_00128																																																			
NE5MVU8N	journalArticle	2007	"Berndt, Colleen E. H."	Hostile Territory: High-Tension Religion and the Jewish Peddler	American Journal of Economics & Sociology		29246	10.1111/j.1536-7150.2007.00534.x	http://search.ebscohost.com/login.aspx?direct=true&db=bth&AN=27968553&site=ehost-live	"Scholars have long explored the role that reputation plays in the facilitation of exchange. Some attention has also been paid to the way in which religions serve as a proxy for reputation or as a mechanism for enforcement of exchange agreements. These reputation and enforcement mechanisms enhance the ability of the members of certain religious groups to perform economic roles where such secular-based mechanisms fail or are absent. In this article, I explore the ways in which hostility toward members of high-tension religions makes them uniquely well suited to the economic role of middlemen. As illustration, I explore the particular case of the 19th-century German Jewish peddler in the young United States."	2007-11	1/11/2015 16:37	1/11/2015 16:40	1/11/2015 16:37	1005-1027		5	66		American Journal of Economics & Sociology	Hostile Territory												EBSCOhost		jp_cite_00129		C:\Users\dao269\AppData\Roaming\Zotero\Zotero\Profiles\sizhv72l.default\zotero\storage\4FM45W5K\Berndt - 2007 - Hostile Territory High-Tension Religion and the J.pdf																																																	
TS6JXP6V	book	1910	"Bernheim, Isaac Wolfe,"	The story of the Bernheim family							1910	1/11/2015 16:55	1/11/2015 16:56													John P. Morton & Company	"Louisville, Ky."	English					Open WorldCat		jp_cite_00130																																																			
2SQWWA6E	book	1929	"Bernheim, Isaac W."	The closing chapters of a busy life							1929	1/11/2015 17:02	1/11/2015 17:02													[Welch-Haffner Print. Co.]	[Denver]	English					Open WorldCat		jp_cite_00131																																																			
NGAPV3DQ	book	1912	"Bernheim, Isaac Wolfe,"	History of the settlement of Jews in Paducah and the lower Ohio valley							1912	1/11/2015 17:08	1/11/2015 17:08													Published for Temple Israel	"Paducah, Ky."	English					Open WorldCat		jp_cite_00132																																																			
IJTMI69J	journalArticle	2001	"Berniker, Pinkhes; Astro, Alan"	Jesus: A Yiddish tale from Cuba	Hopscotch: A Cultural Review		1527-800x		http://muse.jhu.edu/journals/hopscotch/v002/2.4berniker.html		2001	1/11/2015 17:15	3/24/2015 17:25	1/11/2015 17:15	134-145		4	2			Jesus												Project MUSE		jp_cite_00133		C:\Users\dao269\AppData\Roaming\Zotero\Zotero\Profiles\sizhv72l.default\zotero\storage\PM4G8PBH\2.4berniker.html																																																	
SXX827GT	bookSection	2003	"Berniker, Pinkhes"	Jesus	"The scroll and the cross: 1,000 years of Jewish-Hispanic literature"	041592930X  9780415929301  0415929318  9780415929318					2003	1/11/2015 17:25	1/11/2015 17:33													Routledge	"New York, NY; London"	"Contains prose excerpts and poems translated into English, mostly from Spanish."					Open WorldCat		jp_cite_00134						"Stavans, Ilan."		"Astro, Alan"																																											
W65C26RF	bookSection	2001	"Bernstein, Abe"	Born of Immigrant Parents	A homeland in the West: Utah Jews remember	0874807026 9780874807028					2001	1/11/2015 17:31	1/11/2015 17:33													University of Utah Press	Salt Lake City	English					Open WorldCat		jp_cite_00135						"Stone, Eileen Hallet,"																																													
Q55HUNPD	bookSection	2001	"Bernstein Ciacci, Gail"	Utah Born and Raised	A homeland in the West: Utah Jews remember	0874807026 9780874807028					2001	1/11/2015 17:42	1/11/2015 17:43													University of Utah Press	Salt Lake City	English					Open WorldCat		jp_cite_00136						"Stone, Eileen Hallet,"																																													
4D7S3BBT	document			Brief Biography of Saul Bernstein								1/11/2015 17:56	1/11/2015 17:58																			"Folder 15, Saul Bernstein Papers, Jewish Museum of Maryland"			jp_cite_00137																																																			
ADEGANVH	document	1982		"Bernstein, Isaac (Stillwater)"							1982-06	1/12/2015 15:54	1/12/2015 15:58																				"Nathan and Theresa Berman Upper Midwest Jewish Archives, University of Minnesota, Project to Document Early Jewish Settlers in Minnesota records, Box 2, Folder 53"		jp_cite_00138																																																			
GF5MGJUI	book	1977	"Feig, Konnilyn G.; Jewish Federation of Southern Maine"	Portraits of the past: the Jewish Bicentennial oral history program						"Copies of original and edited drafts as well as photographs of people and places are shelved with the final editions Transcript The Jewish Bicentennial Committee was formed in 1975 by the Jewish Federation of Southern Maine to plan an appropriate way to celebrate the Bicentennial. The result is an oral history folklore of Portland Jewry ""September 1, 1977&quot Typescript ""Commissioned by: The Jewish Federation of Southern Maine.&quot"	1977	4/22/2014 18:26	1/12/2015 16:03			44					Portraits of the past					The Federation	"Portland, Me"					"Portland Public Library, Boxes 1, 4"	portlandlibrary Library Catalog		jp_cite_00139																																																			
2AP2SNJ5	document	1899	"Bernstein, Saul"	Letter to Henrietta Szold							1899-02-06	1/12/2015 16:20	1/12/2015 16:22																			"Folder 15, Saul Bernstein Papers, Jewish Museum of Maryland"			jp_cite_00140																																																			
R9WVSQNG	journalArticle	1973	"Berry, Hannah Shwayder"	A Colorado Family History	Western States Jewish Historical Quarterly		434221			"Chronicles the history of the Isaac and Rachel Shwayder family, from their emigration from Poland in 1865, to their successful business activities in Denver in 1916."	1973-04	1/12/2015 18:56	1/12/2015 18:57		158-165		3	5		Western States Jewish Historical Quarterly													EBSCOhost		jp_cite_00141			http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=44377969&site=ehost-live&scope=cite																																																
SFRM7PQ4	book	1977	"Berry, Hannah Shwayder."	The tale of a little trunk and other stories							1977	1/12/2015 19:32	1/12/2015 19:32													H.S. Berry	[Denver? Colo.]	English					Open WorldCat		jp_cite_00142																																																			
CV78AACP	document		"Feldman, Jack"	Jack  Feldman								1/12/2015 19:40	1/12/2015 19:41																			"Ontario Jewish Archives, AC 301"			jp_cite_00143																																																			
59Z4VG9P	document		"Papernick, Bernie"	Bernie Papernick								1/12/2015 19:44	1/12/2015 19:45																			"Ontario Jewish Archives, AC 357"			jp_cite_00144																																																			
XMFFQTAI	book	2001	"Besmann, Wendy Lowe,"	"A separate circle: Jewish life in Knoxville, Tennessee"		1572331240 9781572331242 1572331259 9781572331259					2001	1/12/2015 19:50	1/12/2015 19:51								A separate circle					University of Tennessee Press	Knoxville	English					Open WorldCat		jp_cite_00145																																																			
8A5MCWUD	journalArticle	1984	"Bewrent, Irwin"	Historical Odyssey of a Jewish Family	Renewal						12/14/1984	1/12/2015 20:03	1/12/2015 20:05		14-16																				jp_cite_00146																																																			
UMSXCENC	journalArticle	1992	"Betcherman, Lita-Rose"	Clara Brett Martin's Anti-Semitism	Canadian Journal of Women and the Law				http://heinonline.org/HOL/Page?handle=hein.journals/cajwol5&id=308&div=&collection=journals		1992	1/12/2015 20:15	1/12/2015 20:19		280			5		Can. J. Women & L.															jp_cite_00147		C:\Users\dao269\AppData\Roaming\Zotero\Zotero\Profiles\sizhv72l.default\zotero\storage\CNV2RA5S\Page.html																																																	
2HR9RM23	newspaperArticle		"Bibo, Nathan"	Reminiscences of Early New Mexico	The Albuquerque Sunday Herald							1/12/2015 21:20	1/12/2015 21:22														"Albuquerque, NM"					American Jewish Archives			jp_cite_00148																																																			
SA5EH67U	journalArticle	1996	"Biderman, Rose G."	The Sanger Brothers and Their Role in Texas History	Western States Jewish History		7495471		http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=44838802&site=ehost-live	"Describes the contributions made to the commercial and civic life of Dallas, Texas, between 1852 and 1925 by the seven sons of Jewish Bavarian immigrants Elias and Barbetta Sanger. Isaac, Lehman, Philip, Alex, Jacob, David, and Sam Sanger built successful mercantile businesses along developing railroad lines, including the Sanger Bros. department store, and occupied numerous city and state government posts."	Jan-96	2/24/2014 19:29	1/12/2015 21:34	2/24/2014 19:29	149-158		2	28		Western States Jewish History													EBSCOhost		jp_cite_00149		C:\Users\dao269\AppData\Roaming\Zotero\Zotero\Profiles\sizhv72l.default\zotero\storage\H8U29S6G\Biderman - 1996 - The Sanger Brothers and Their Role in Texas Histor.pdf																																																	
H2JFPFBS	book	2001	"Biderman, Rose G"	"They came to stay: the story of the Jews of Dallas, 1870-1977"		1571686487  9781571686480  1571684859  9781571684851					2001	2/24/2014 19:28	1/12/2015 21:51								They came to stay					Eakin Press	"Austin, Tex."	English					Open WorldCat		jp_cite_00150																																																			
